Freshness,Review
rotten," Partly a cautionary tale about the dangers of decades of bodybuilding and partly a throwback to the good old days of the Reagan era, when all you needed to make an action film was a man with muscles, an exotic setting and a hundred screaming extras ..."
rotten, As cold as it is dumb.
fresh, Life is hard. Cancer is hard. Relationships are hard. Family is hard. '50/50' managed to find the power in all of those things and give us plenty of laughs so we're not simply in a ball crying.
fresh," The rare crime movie with room for both commentary on the housing crisis and ""That's what she said"" jokes."
rotten, At least they gave Freddy a back story - that's a good thing. That it made no sense - that's a bad thing.
fresh," A stunning, humane, but difficult film about the human aftermath of the Hiroshima bombing."
rotten," Zatoichi finds a legacy diminished by his new, updated masters. "
fresh, Another triumph for Pixar - a 3-D animated feature about a memorable cross-generation friendship that is also a probe on the true meaning of adventure
rotten," Two dull people have a dull love affair in ""Summertime,"" a French drama that drags on like an August afternoon."
fresh," The real triumph is that while we are fascinated with the particulars of the story, we feel the shame, awkwardness, fears and cosmic fate that bounce off each character."
fresh, Bernal and Luna have great sibling comic chemistry.
fresh," What we get is a cultural standoff, and it's awkward, nonsensical and really funny."
rotten," There's a difference between showmanship and showing off, and Kattan has not yet learned that."
rotten," I counted three laughs in this wannabe bawdy comedy of errors, and one of them was a Breaking Bad gag so far past its tell-by date that even I got the joke."
fresh," Minions, their very own spin-off film, takes [the] undifferentiated mass of fun and nonsense and successfully channels it into a pleasing movie shape."
rotten, Tries but fails to be an action-hero flick or even a parody of one.
fresh," Take a look again at its dream sequences, especially the nocturnal one involving the young man in the side street, and you will see a master disturber still at work."
rotten, Where to start with all the things wrong with this film?
fresh," Hidden Figures"" is crowd-pleasing entertainment of vital history."
rotten, House of Wax is practically a textbook case on how not to make [a horror] film. 
rotten," Inches toward melodrama and dramatic overcrowding, weakening a previously intimate study of curiosity."
rotten," There are a few legitimate scares in the film, but they don't stick with you like those in the first Insidious."
rotten," Since director Iain Softley seems more interested in establishing tone and atmosphere than in creating vital personalities, he is unable to harness the full power of his story."
fresh, Do not miss this one.
rotten," The acting might be shoddy, the plot nonsense and the dialogue clunky, but the fighting is exquisitely done. Inventive, athletic, fun, stylish and tight, it's everything the rest of the film isn't."
rotten," Each CGI set piece erases distance, space, weight, gravity and wit. It's empty, soulless action -- visual noise."
fresh," The film puts its viewers through a wringer and through a journey, right up to its final glimpse of a soldier, though long returned, finally beginning to come home."
fresh," Coming from Cronenberg, the question arises: Is that all there is?"
fresh," Like a second hand clothes shop, it is comfortable rather than exciting, predictable rather than refreshing, even though it boasts a great cast who believe in their master, Woody Allen"
fresh," By equating the garish feudalism of the play's original setting with the megalopolis of today's New York, [Almereyda is] at least on the right track. The problem is, it's just about his only track."
fresh," It's the Farrellys picking up where they left off with 2000's Me, Myself & Irene, dishing out a line-up of audience-goosing bits; spiky material that returns a little of the water-cooler visibility they used to enjoy (two words: donkey show)"
fresh," Lord know we don't need another biopic of a troubled but brilliant musician, but writer/director Robert Budreau dives into the psychology of a figure like Baker with a depth that such films rarely muster."
rotten," This is just the sort of metaphor-heavy story that can so easily slide into soppy sentimentality, and director Irwin Winkler does nothing to stop it."
fresh," May not be without faults, including some unlikely action montages and occasional overacting, but boredom is not one of them. This thing is about as dull as street luge."
fresh," Give these two a better script, and you just might have a comedy classic. Instead, we have here a tolerable near-miss; enough to keep the hunger pangs away until a real meal arrives."
fresh, An enthralling and deliciously entertaining movie -- and a deserved triumph for its star and director.
fresh," With ""A Scanner Darkly,"" Richard Linklater proves that anything worth doing is worth doing right, no matter how painstaking a process doing it right might prove to be."
